"","ID","nLoans","Number_of_Loan","Start","Paid","Duration"
"494",2552675755,19,10,2015-02-25,2015-03-04,7
"495",2552675755,19,11,2015-03-04,2015-03-20,16
"496",2552675755,19,12,2015-03-20,2015-04-04,15
"497",2552675755,19,13,2015-04-07,2015-04-18,11
"498",2552675755,19,14,2015-04-18,2015-05-06,18
"499",2552675755,19,15,2015-05-06,2015-05-15,9
"500",2552675755,19,16,2015-05-15,2015-06-05,21
"501",2552675755,19,17,2015-06-05,2015-06-27,22
"502",2552675755,19,18,2015-06-27,2015-07-19,22
"503",2562664921,3,1,2015-04-22,2015-04-26,4
"504",2562664921,3,2,2015-04-26,2015-05-03,7
"505",2567699254,6,1,2015-05-11,2015-05-26,15
"506",2567699254,6,2,2015-05-30,2015-06-12,13
"507",2567699254,6,3,2015-06-12,2015-06-25,13
"508",2567699254,6,4,2015-06-26,2015-07-10,14
"509",2567699254,6,5,2015-07-11,2015-07-28,17
"510",2571797067,3,1,2015-07-14,2015-08-08,25
"511",2571797067,3,2,2015-08-08,2015-08-12,4
"512",2583567580,2,1,2015-07-19,2015-07-28,9
"513",2606114764,4,1,2015-06-10,2015-06-15,5
"514",2606114764,4,2,2015-06-23,2015-07-13,20
"515",2606114764,4,3,2015-07-14,2015-08-04,21
"516",2610695629,5,1,2015-06-11,2015-06-19,8
"517",2610695629,5,2,2015-06-19,2015-06-25,6
"518",2610695629,5,3,2015-06-25,2015-07-02,7
"519",2610695629,5,4,2015-07-03,2015-07-10,7
"520",2623733104,10,1,2015-04-25,2015-05-05,10
"521",2623733104,10,2,2015-05-05,2015-05-11,6
"522",2623733104,10,3,2015-05-12,2015-05-20,8
"523",2623733104,10,4,2015-05-20,2015-06-10,21
"524",2623733104,10,5,2015-06-11,2015-06-23,12
"525",2623733104,10,6,2015-06-24,2015-07-13,19
"526",2623733104,10,7,2015-07-13,2015-07-27,14
"527",2623733104,10,8,2015-07-27,2015-08-03,7
"528",2623733104,10,9,2015-08-03,2015-08-18,15
"529",2636722159,4,1,2015-06-15,2015-06-29,14
"530",2636722159,4,2,2015-06-30,2015-07-20,20
"531",2636722159,4,3,2015-07-20,2015-08-09,20
"532",2648460353,7,1,2015-04-09,2015-04-14,5
"533",2648460353,7,2,2015-04-14,2015-04-28,14
"534",2648460353,7,3,2015-04-29,2015-05-13,14
"535",2648460353,7,4,2015-05-13,2015-05-26,13
"536",2648460353,7,5,2015-05-26,2015-06-09,14
"537",2648460353,7,6,2015-06-10,2015-06-30,20
"538",2673538543,14,1,2014-08-11,2014-08-29,18
"539",2673538543,14,2,2014-09-04,2014-09-16,12
"540",2673538543,14,3,2014-09-17,2014-09-26,9
"541",2673538543,14,4,2014-09-27,2014-10-02,5
"542",2673538543,14,5,2014-10-02,2014-10-08,6
"543",2673538543,14,6,2014-10-08,2014-10-18,10
"544",2673538543,14,7,2014-10-19,2014-11-04,16
"545",2673538543,14,8,2014-11-05,2014-11-21,16
"546",2673538543,14,9,2014-11-23,2014-12-19,26
"547",2673538543,14,10,2014-12-20,2015-01-10,21
"548",2673538543,14,11,2015-01-11,2015-02-04,24
"549",2673538543,14,12,2015-02-05,2015-03-04,27
"550",2673538543,14,13,2015-03-04,2015-05-01,58
"551",2683538279,14,1,2014-07-01,2014-07-14,13
"552",2683538279,14,2,2014-08-29,2014-09-17,19
"553",2683538279,14,3,2015-02-01,2015-02-19,18
"554",2683538279,14,4,2015-02-20,2015-03-12,20
"555",2683538279,14,5,2015-04-25,2015-05-16,21
"556",2683538279,14,6,2015-05-17,2015-05-29,12
"557",2683538279,14,7,2015-05-29,2015-06-12,14
"558",2683538279,14,8,2015-06-18,2015-06-24,6
"559",2683538279,14,9,2015-06-24,2015-07-08,14
"560",2683538279,14,10,2015-07-08,2015-07-16,8
"561",2683538279,14,11,2015-07-16,2015-07-31,15
"562",2683538279,14,12,2015-07-24,2015-08-14,21
"563",2696051892,2,1,2015-07-19,2015-08-02,14
"564",2704294846,3,1,2015-06-24,2015-07-03,9
"565",2704294846,3,2,2015-07-08,2015-08-06,29
"566",2724136679,4,1,2015-03-04,2015-03-19,15
"567",2724136679,4,2,2015-03-19,2015-04-09,21
"568",2724136679,4,3,2015-04-09,2015-04-24,15
"569",2736962869,4,1,2015-06-24,2015-07-06,12
"570",2736962869,4,2,2015-07-07,2015-07-28,21
"571",2736962869,4,3,2015-07-28,2015-08-14,17
"572",2746795632,6,1,2015-06-10,2015-06-21,11
"573",2746795632,6,2,2015-06-22,2015-07-09,17
"574",2746795632,6,3,2015-07-11,2015-07-13,2
"575",2746795632,6,4,2015-07-14,2015-08-04,21
"576",2746795632,6,5,2015-08-05,2015-08-16,11
"577",2750363292,2,1,2015-06-04,2015-06-28,24
"578",2750363292,2,2,2015-07-03,2015-07-30,27
"579",2751143085,4,1,2015-05-04,2015-05-09,5
"580",2751143085,4,2,2015-05-09,2015-05-09,0
"581",2751143085,4,3,2015-05-09,2015-05-10,1
"582",2776111859,4,1,2015-06-18,2015-07-02,14
"583",2776111859,4,2,2015-07-10,2015-07-27,17
"584",2776111859,4,3,2015-07-27,2015-08-06,10
"585",2795350446,2,1,2015-02-05,2015-02-25,20
"586",2830334836,18,1,2014-08-23,2014-09-11,19
"587",2830334836,18,2,2014-09-12,2014-10-04,22
"588",2830334836,18,3,2014-10-07,2014-10-29,22
"589",2830334836,18,4,2014-10-29,2014-11-19,21
"590",2830334836,18,5,2014-11-23,2014-12-10,17
"591",2830334836,18,6,2014-12-10,2014-12-28,18
"592",2830334836,18,7,2014-12-28,2015-01-14,17
"593",2830334836,18,8,2015-01-15,2015-02-02,18
"594",2830334836,18,9,2015-02-02,2015-02-16,14
"595",2830334836,18,10,2015-02-16,2015-03-09,21
"596",2830334836,18,11,2015-03-10,2015-04-02,23
"597",2830334836,18,12,2015-04-02,2015-04-22,20
"598",2830334836,18,13,2015-04-23,2015-05-07,14
"599",2830334836,18,14,2015-05-11,2015-06-01,21
"600",2830334836,18,15,2015-06-04,2015-06-26,22
"601",2830334836,18,16,2015-06-26,2015-07-20,24
"602",2830334836,18,17,2015-07-20,2015-08-04,15
"603",2893571939,5,1,2015-06-05,2015-06-15,10
"604",2893571939,5,2,2015-06-15,2015-06-29,14
"605",2893571939,5,3,2015-06-29,2015-07-19,20
"606",2893571939,5,4,2015-07-22,2015-08-14,23
"607",2894538443,3,1,2015-07-01,2015-07-22,21
"608",2894538443,3,2,2015-07-23,2015-08-02,10
"609",2901782279,6,1,2015-05-02,2015-05-23,21
"610",2901782279,6,2,2015-06-04,2015-06-25,21
"611",2901782279,6,3,2015-06-29,2015-07-10,11
"612",2901782279,6,4,2015-07-10,2015-07-22,12
"613",2901782279,6,5,2015-07-22,2015-08-05,14
"614",2916310278,3,1,2015-07-12,2015-07-23,11
"615",2916310278,3,2,2015-07-23,2015-08-13,21
"616",2916523599,2,1,2014-09-05,2014-09-30,25
"617",2972009047,2,1,2015-07-22,2015-08-16,25
"618",2974664625,3,1,2015-06-03,2015-06-08,5
"619",2974664625,3,2,2015-06-08,2015-06-29,21
"620",2974671365,4,1,2015-03-04,2015-04-21,48
"621",2974671365,4,2,2015-04-27,2015-06-23,57
"622",2974671365,4,3,2015-06-23,2015-07-21,28
"623",2990471607,2,1,2015-07-26,2015-08-17,22
"624",3010231585,2,1,2015-07-09,2015-07-22,13
"625",3010231585,2,2,2015-07-29,2015-08-07,9
"626",3023340127,2,1,2015-06-14,2015-07-04,20
"627",3023340127,2,2,2015-07-14,2015-08-15,32
"628",3054378668,5,1,2015-06-16,2015-06-23,7
"629",3054378668,5,2,2015-06-23,2015-06-30,7
"630",3054378668,5,3,2015-06-30,2015-07-07,7
"631",3054378668,5,4,2015-07-08,2015-07-28,20
"632",3061012163,2,1,2015-07-09,2015-07-30,21
"633",3075741637,4,1,2015-02-25,2015-03-13,16
"634",3075741637,4,2,2015-06-22,2015-06-28,6
"635",3075741637,4,3,2015-07-15,2015-08-04,20
"636",3080908054,7,1,2015-04-01,2015-04-21,20
"637",3080908054,7,2,2015-04-21,2015-04-27,6
"638",3080908054,7,3,2015-04-27,2015-05-16,19
"639",3080908054,7,4,2015-05-16,2015-05-25,9
"640",3080908054,7,5,2015-05-25,2015-06-08,14
"641",3080908054,7,6,2015-06-08,2015-08-15,68
"642",3082010991,5,1,2015-06-30,2015-07-03,3
"643",3082010991,5,2,2015-07-03,2015-07-07,4
"644",3082010991,5,3,2015-07-07,2015-07-14,7
"645",3082010991,5,4,2015-07-14,2015-07-21,7
"646",3096445519,2,1,2015-06-17,2015-07-17,30
"647",3107893674,6,1,2015-05-29,2015-06-08,10
"648",3107893674,6,2,2015-06-08,2015-06-22,14
"649",3107893674,6,3,2015-06-22,2015-07-01,9
"650",3107893674,6,4,2015-07-01,2015-07-04,3
"651",3107893674,6,5,2015-07-04,2015-07-24,20
"652",3116973938,1,1,2015-07-28,2015-08-14,17
"653",3119988297,3,1,2015-06-11,2015-06-27,16
"654",3119988297,3,2,2015-06-29,2015-07-18,19
"655",3119988297,3,3,2015-07-21,2015-08-11,21
"656",3149006688,10,1,2015-02-18,2015-02-25,7
"657",3149006688,10,2,2015-02-26,2015-03-12,14
"658",3149006688,10,3,2015-03-13,2015-03-20,7
"659",3149006688,10,4,2015-03-21,2015-04-06,16
"660",3149006688,10,5,2015-04-08,2015-04-16,8
"661",3149006688,10,6,2015-04-16,2015-04-26,10
"662",3149006688,10,7,2015-05-01,2015-05-17,16
"663",3149006688,10,8,2015-05-18,2015-06-08,21
"664",3149006688,10,9,2015-06-08,2015-06-26,18
"665",3149006688,10,10,2015-06-26,2015-07-14,18
"666",3152634654,2,1,2015-07-17,2015-08-07,21
"667",3174864023,3,1,2014-12-16,2015-01-03,18
"668",3174864023,3,2,2015-01-09,2015-01-18,9
"669",3174864023,3,3,2015-02-02,2015-03-05,31
"670",3188570699,4,1,2015-04-14,2015-04-24,10
"671",3188570699,4,2,2015-04-26,2015-05-15,19
"672",3188570699,4,3,2015-05-18,2015-05-23,5
"673",3201754709,8,1,2015-02-27,2015-03-17,18
"674",3201754709,8,2,2015-03-17,2015-03-24,7
"675",3201754709,8,3,2015-03-24,2015-03-31,7
"676",3201754709,8,4,2015-04-02,2015-04-22,20
"677",3201754709,8,5,2015-04-22,2015-05-08,16
"678",3201754709,8,6,2015-05-08,2015-06-04,27
"679",3201754709,8,7,2015-06-04,2015-07-02,28
"680",3225694348,1,1,2014-08-18,2014-09-10,23
"681",3252413480,12,1,2015-02-22,2015-03-13,19
"682",3252413480,12,2,2015-03-13,2015-03-25,12
"683",3252413480,12,3,2015-03-25,2015-04-08,14
"684",3252413480,12,4,2015-04-08,2015-04-21,13
"685",3252413480,12,5,2015-04-21,2015-05-04,13
"686",3252413480,12,6,2015-05-04,2015-05-21,17
"687",3252413480,12,7,2015-05-21,2015-06-10,20
"688",3252413480,12,8,2015-06-10,2015-06-24,14
"689",3252413480,12,9,2015-06-24,2015-07-11,17
"690",3252413480,12,10,2015-07-11,2015-07-22,11
"691",3252413480,12,11,2015-07-22,2015-08-09,18
"692",3263728602,3,1,2015-04-03,2015-04-17,14
"693",3263728602,3,2,2015-05-02,2015-05-21,19
"694",3276893093,5,1,2015-06-22,2015-06-29,7
"695",3276893093,5,2,2015-06-29,2015-07-02,3
"696",3276893093,5,3,2015-07-02,2015-07-13,11
"697",3276893093,5,4,2015-07-13,2015-08-03,21
"698",3282108906,5,1,2015-05-16,2015-06-06,21
"699",3282108906,5,2,2015-06-06,2015-06-27,21
"700",3282108906,5,3,2015-06-27,2015-07-18,21
"701",3282108906,5,4,2015-07-18,2015-08-08,21
"702",3290581266,1,1,2015-03-07,2015-03-31,24
"703",3294533408,33,1,2014-09-24,2014-10-10,16
"704",3294533408,33,2,2014-10-10,2014-10-27,17
"705",3294533408,33,3,2014-10-27,2014-11-07,11
"706",3294533408,33,4,2014-11-07,2014-11-17,10
"707",3294533408,33,5,2014-11-17,2014-11-24,7
"708",3294533408,33,6,2014-11-24,2014-12-01,7
"709",3294533408,33,7,2014-12-01,2014-12-10,9
"710",3294533408,33,8,2014-12-10,2014-12-19,9
"711",3294533408,33,9,2014-12-19,2014-12-23,4
"712",3294533408,33,10,2014-12-23,2015-01-01,9
"713",3294533408,33,11,2015-01-01,2015-01-08,7
"714",3294533408,33,12,2015-01-08,2015-01-18,10
"715",3294533408,33,13,2015-01-19,2015-01-29,10
"716",3294533408,33,14,2015-01-29,2015-02-06,8
"717",3294533408,33,15,2015-02-06,2015-02-18,12
"718",3294533408,33,16,2015-02-19,2015-03-05,14
"719",3294533408,33,17,2015-03-05,2015-03-12,7
"720",3294533408,33,18,2015-03-12,2015-03-21,9
"721",3294533408,33,19,2015-03-21,2015-03-28,7
"722",3294533408,33,20,2015-03-28,2015-04-04,7
"723",3294533408,33,21,2015-04-07,2015-04-15,8
"724",3294533408,33,22,2015-04-15,2015-05-01,16
"725",3294533408,33,23,2015-05-01,2015-05-10,9
"726",3294533408,33,24,2015-05-10,2015-05-17,7
"727",3294533408,33,25,2015-05-17,2015-05-28,11
"728",3294533408,33,26,2015-05-28,2015-06-06,9
"729",3294533408,33,27,2015-06-06,2015-06-13,7
"730",3294533408,33,28,2015-06-13,2015-06-21,8
"731",3294533408,33,29,2015-06-21,2015-06-28,7
"732",3294533408,33,30,2015-06-30,2015-07-09,9
"733",3294533408,33,31,2015-07-09,2015-07-24,15
"734",3294533408,33,32,2015-07-24,2015-08-01,8
"735",3298734294,2,1,2015-06-05,2015-06-27,22
"736",3298734294,2,2,2015-06-29,2015-07-29,30
"737",3321063881,3,1,2015-03-17,2015-04-02,16
"738",3321063881,3,2,2015-06-05,2015-06-27,22
"739",3331565180,3,1,2015-05-29,2015-06-15,17
"740",3331565180,3,2,2015-06-15,2015-06-25,10
"741",3335172180,3,1,2015-04-09,2015-05-23,44
"742",3335172180,3,2,2015-05-24,2015-06-29,36
"743",3337427873,2,1,2015-07-10,2015-07-28,18
"744",3341030922,3,1,2015-07-24,2015-08-12,19
"745",3341030922,3,2,2015-08-12,2015-08-16,4
"746",3342477379,19,1,2014-05-07,2014-05-28,21
"747",3342477379,19,2,2014-05-28,2014-06-19,22
"748",3342477379,19,3,2014-06-21,2014-07-12,21
"749",3342477379,19,4,2014-07-14,2014-08-05,22
"750",3342477379,19,5,2014-08-05,2014-08-27,22
"751",3342477379,19,6,2014-09-08,2014-09-29,21
"752",3342477379,19,7,2014-10-03,2014-10-24,21
"753",3342477379,19,8,2014-10-25,2014-11-17,23
"754",3342477379,19,9,2014-11-18,2014-12-10,22
"755",3342477379,19,10,2014-12-11,2014-12-20,9
"756",3342477379,19,11,2015-01-06,2015-01-29,23
"757",3342477379,19,12,2015-02-02,2015-02-24,22
"758",3342477379,19,13,2015-03-01,2015-03-25,24
"759",3342477379,19,14,2015-03-25,2015-04-11,17
"760",3342477379,19,15,2015-04-11,2015-05-03,22
"761",3342477379,19,16,2015-05-03,2015-06-17,45
"762",3342477379,19,17,2015-06-17,2015-07-14,27
"763",3342477379,19,18,2015-07-14,2015-08-06,23
"764",3379597805,3,1,2015-07-24,2015-07-29,5
"765",3379597805,3,2,2015-07-29,2015-08-18,20
"766",3380009999,2,1,2015-07-01,2015-07-31,30
"767",3381094541,3,1,2015-06-29,2015-07-09,10
"768",3381094541,3,2,2015-07-23,2015-08-13,21
"769",3388645937,2,1,2015-06-17,2015-07-08,21
"770",3388645937,2,2,2015-07-11,2015-08-10,30
"771",3390119816,4,1,2015-07-16,2015-07-21,5
"772",3390119816,4,2,2015-07-21,2015-07-28,7
"773",3390119816,4,3,2015-07-28,2015-08-09,12
"774",3391915571,6,1,2015-05-22,2015-05-28,6
"775",3391915571,6,2,2015-06-02,2015-06-16,14
"776",3391915571,6,3,2015-06-16,2015-06-19,3
"777",3391915571,6,4,2015-06-29,2015-07-15,16
"778",3391915571,6,5,2015-07-15,2015-07-28,13
"779",3419190754,2,1,2015-06-06,2015-06-26,20
"780",3419286937,1,1,2015-06-20,2015-07-17,27
"781",3422259391,3,1,2014-05-16,2014-06-06,21
"782",3422259391,3,2,2014-06-07,2014-07-01,24
"783",3427309387,3,1,2015-04-10,2015-04-14,4
"784",3427309387,3,2,2015-04-14,2015-05-19,35
"785",3431150888,8,1,2015-05-01,2015-05-15,14
"786",3431150888,8,2,2015-05-15,2015-05-22,7
"787",3431150888,8,3,2015-05-22,2015-06-04,13
"788",3431150888,8,4,2015-06-04,2015-06-13,9
"789",3431150888,8,5,2015-06-13,2015-06-23,10
"790",3431150888,8,6,2015-06-23,2015-07-18,25
"791",3431150888,8,7,2015-07-18,2015-08-05,18
"792",3435646267,6,1,2014-09-26,2014-10-17,21
"793",3435646267,6,2,2014-10-31,2014-11-21,21
"794",3435646267,6,3,2014-11-26,2014-12-21,25
"795",3435646267,6,4,2015-01-07,2015-02-04,28
"796",3435646267,6,5,2015-02-09,2015-03-21,40
"797",3449728273,5,1,2015-06-01,2015-06-22,21
"798",3449728273,5,2,2015-06-23,2015-07-13,20
"799",3449728273,5,3,2015-07-13,2015-07-27,14
"800",3449728273,5,4,2015-07-27,2015-08-15,19
"801",3449899345,3,1,2015-05-16,2015-06-30,45
"802",3449899345,3,2,2015-06-30,2015-07-22,22
"803",3457818790,1,1,2015-06-13,2015-07-02,19
"804",3460588992,3,1,2015-05-03,2015-05-04,1
"805",3460588992,3,2,2015-05-04,2015-05-10,6
"806",3483024126,2,1,2015-07-25,2015-08-12,18
"807",3519636844,2,1,2015-07-27,2015-08-03,7
"808",3521134186,4,1,2015-03-27,2015-04-03,7
"809",3521134186,4,2,2015-04-03,2015-04-06,3
"810",3521134186,4,3,2015-04-08,2015-04-22,14
"811",3523225738,2,1,2015-01-13,2015-02-03,21
"812",3567588210,3,1,2015-03-12,2015-04-02,21
"813",3567588210,3,2,2015-04-03,2015-06-10,68
"814",3576021824,2,1,2015-07-22,2015-08-11,20
"815",3583731581,1,1,2015-02-27,2015-03-19,20
"816",3584380224,3,1,2014-09-09,2014-10-07,28
"817",3584380224,3,2,2014-10-24,2014-11-15,22
"818",3585535472,2,1,2014-05-07,2014-06-03,27
"819",3596771176,2,1,2015-06-21,2015-06-28,7
"820",3601132624,2,1,2015-06-11,2015-06-30,19
"821",3602567513,8,1,2015-04-26,2015-05-06,10
"822",3602567513,8,2,2015-05-06,2015-05-08,2
"823",3602567513,8,3,2015-05-08,2015-05-30,22
"824",3602567513,8,4,2015-05-30,2015-06-18,19
"825",3602567513,8,5,2015-06-18,2015-06-28,10
"826",3602567513,8,6,2015-06-28,2015-07-13,15
"827",3602567513,8,7,2015-07-14,2015-08-02,19
"828",3603689368,11,1,2015-03-03,2015-03-14,11
"829",3603689368,11,2,2015-03-14,2015-04-01,18
"830",3603689368,11,3,2015-04-01,2015-04-20,19
"831",3603689368,11,4,2015-04-21,2015-05-06,15
"832",3603689368,11,5,2015-05-06,2015-05-26,20
"833",3603689368,11,6,2015-05-26,2015-06-15,20
"834",3603689368,11,7,2015-06-15,2015-06-29,14
"835",3603689368,11,8,2015-06-29,2015-07-14,15
"836",3603689368,11,9,2015-07-14,2015-07-28,14
"837",3603689368,11,10,2015-07-28,2015-08-10,13
"838",3631351360,4,1,2015-04-12,2015-05-04,22
"839",3631351360,4,2,2015-05-08,2015-05-26,18
"840",3631351360,4,3,2015-05-28,2015-06-23,26
"841",3640580591,2,1,2015-02-18,2015-03-10,20
"842",3670141772,2,1,2014-05-20,2014-05-30,10
"843",3679328472,7,1,2015-02-26,2015-03-17,19
"844",3679328472,7,2,2015-03-18,2015-04-04,17
"845",3679328472,7,3,2015-04-07,2015-04-17,10
"846",3679328472,7,4,2015-05-09,2015-05-15,6
"847",3679328472,7,5,2015-05-16,2015-05-25,9
"848",3679328472,7,6,2015-05-25,2015-06-12,18
"849",3686319819,3,1,2015-07-08,2015-07-13,5
"850",3686319819,3,2,2015-07-13,2015-08-03,21
"851",3738922495,5,1,2015-06-09,2015-06-13,4
"852",3738922495,5,2,2015-06-14,2015-06-21,7
"853",3738922495,5,3,2015-06-21,2015-06-28,7
"854",3738922495,5,4,2015-06-29,2015-07-28,29
"855",3743259894,1,1,2015-07-22,2015-08-07,16
"856",3751323480,2,1,2015-07-15,2015-08-04,20
"857",3752805269,3,1,2015-06-27,2015-07-17,20
"858",3752805269,3,2,2015-07-17,2015-08-07,21
"859",3759423303,4,1,2015-06-21,2015-07-11,20
"860",3759423303,4,2,2015-07-12,2015-08-02,21
"861",3759423303,4,3,2015-08-02,2015-08-14,12
"862",3764746080,4,1,2014-07-29,2014-08-19,21
"863",3764746080,4,2,2014-09-04,2014-09-09,5
"864",3764746080,4,3,2014-09-09,2014-09-19,10
"865",3785558347,4,1,2015-06-22,2015-07-05,13
"866",3785558347,4,2,2015-07-05,2015-07-22,17
"867",3785558347,4,3,2015-07-22,2015-08-11,20
"868",3818103704,5,1,2015-03-30,2015-04-05,6
"869",3818103704,5,2,2015-04-14,2015-04-27,13
"870",3818103704,5,3,2015-06-02,2015-06-23,21
"871",3818103704,5,4,2015-07-09,2015-07-28,19
"872",3833162176,3,1,2015-04-09,2015-04-14,5
"873",3833162176,3,2,2015-04-14,2015-04-15,1
"874",3884829185,3,1,2014-05-15,2014-06-30,46
"875",3884829185,3,2,2014-07-07,2014-08-13,37
"876",3899747029,3,1,2015-06-23,2015-06-30,7
"877",3899747029,3,2,2015-06-30,2015-07-05,5
"878",3902245778,4,1,2015-06-30,2015-07-14,14
"879",3902245778,4,2,2015-07-14,2015-07-19,5
"880",3902245778,4,3,2015-07-19,2015-07-28,9
"881",3913744037,3,1,2015-06-05,2015-06-10,5
"882",3913744037,3,2,2015-06-11,2015-06-18,7
"883",3929235228,1,1,2014-07-22,2014-08-12,21
"884",3930083269,3,1,2014-05-19,2014-05-27,8
"885",3930083269,3,2,2014-06-05,2014-06-27,22
"886",3937976240,3,1,2015-07-10,2015-07-29,19
"887",3937976240,3,2,2015-08-02,2015-08-08,6
"888",3937976240,3,3,2015-08-11,2015-08-18,7
"889",3939663286,16,1,2014-09-25,2014-10-15,20
"890",3939663286,16,2,2014-10-16,2014-11-07,22
"891",3939663286,16,3,2014-11-08,2014-12-01,23
"892",3939663286,16,4,2014-12-03,2014-12-25,22
"893",3939663286,16,5,2014-12-30,2015-01-26,27
"894",3939663286,16,6,2015-01-27,2015-02-20,24
"895",3939663286,16,7,2015-03-02,2015-03-18,16
"896",3939663286,16,8,2015-04-12,2015-04-27,15
"897",3939663286,16,9,2015-05-01,2015-05-13,12
"898",3939663286,16,10,2015-05-18,2015-05-26,8
"899",3939663286,16,11,2015-05-28,2015-06-13,16
"900",3939663286,16,12,2015-06-13,2015-06-17,4
"901",3939663286,16,13,2015-06-17,2015-07-05,18
"902",3939663286,16,14,2015-07-06,2015-07-20,14
"903",3939663286,16,15,2015-07-20,2015-07-30,10
"904",3940996743,4,1,2015-06-24,2015-07-11,17
"905",3940996743,4,2,2015-07-12,2015-07-19,7
"906",3940996743,4,3,2015-07-20,2015-07-29,9
"907",3950963431,1,1,2015-05-07,2015-05-27,20
"908",3955785772,4,1,2015-05-27,2015-06-10,14
"909",3955785772,4,2,2015-06-11,2015-06-30,19
"910",3955785772,4,3,2015-06-30,2015-07-22,22
"911",3955785772,4,4,2015-07-29,2015-08-12,14
"912",3962836465,5,1,2015-04-12,2015-04-30,18
"913",3962836465,5,2,2015-05-01,2015-05-14,13
"914",3962836465,5,3,2015-05-14,2015-06-03,20
"915",3962836465,5,4,2015-06-03,2015-07-03,30
"916",3985669270,3,1,2015-05-24,2015-06-14,21
"917",3985669270,3,2,2015-07-06,2015-07-27,21
"918",3988203332,11,1,2015-06-09,2015-06-15,6
"919",3988203332,11,2,2015-06-22,2015-06-29,7
"920",3988203332,11,3,2015-06-30,2015-07-04,4
"921",3988203332,11,4,2015-07-05,2015-07-12,7
"922",3988203332,11,5,2015-07-12,2015-07-14,2
"923",3988203332,11,6,2015-07-17,2015-07-22,5
"924",3988203332,11,7,2015-07-24,2015-07-28,4
"925",3988203332,11,8,2015-07-30,2015-08-03,4
"926",3988203332,11,9,2015-08-05,2015-08-10,5
"927",3988203332,11,10,2015-08-11,2015-08-19,8
"928",3995102460,2,1,2014-06-13,2014-07-04,21
"929",3997325567,1,1,2015-07-15,2015-07-31,16
"930",4002692992,2,1,2015-06-01,2015-06-09,8
"931",4002742728,12,1,2014-08-18,2014-08-25,7
"932",4002742728,12,2,2014-08-25,2014-09-15,21
"933",4002742728,12,3,2014-09-26,2014-10-16,20
"934",4002742728,12,4,2014-10-18,2014-11-04,17
"935",4002742728,12,5,2014-11-25,2014-12-15,20
"936",4002742728,12,6,2014-12-19,2015-01-24,36
"937",4002742728,12,7,2015-01-25,2015-02-23,29
"938",4002742728,12,8,2015-02-23,2015-03-12,17
"939",4002742728,12,9,2015-03-13,2015-05-04,52
"940",4002742728,12,10,2015-05-18,2015-06-01,14
"941",4002742728,12,11,2015-06-19,2015-07-13,24
"942",4002742728,12,12,2015-07-13,2015-08-04,22
"943",4004233755,5,1,2015-03-28,2015-04-18,21
"944",4004233755,5,2,2015-04-25,2015-05-02,7
"945",4004233755,5,3,2015-05-21,2015-06-13,23
"946",4004233755,5,4,2015-06-21,2015-06-30,9
"947",4004233755,5,5,2015-07-23,2015-08-15,23
"948",4017268696,2,1,2014-05-03,2014-06-14,42
"949",4020568831,2,1,2015-02-23,2015-03-12,17
"950",4030617594,3,1,2015-04-02,2015-04-27,25
"951",4030617594,3,2,2015-04-28,2015-05-12,14
"952",4032452127,4,1,2015-07-18,2015-07-24,6
"953",4032452127,4,2,2015-07-28,2015-08-07,10
"954",4032452127,4,3,2015-08-07,2015-08-13,6
"955",4042825054,5,1,2015-04-27,2015-05-02,5
"956",4042825054,5,2,2015-05-05,2015-05-13,8
"957",4042825054,5,3,2015-05-23,2015-06-15,23
"958",4042825054,5,4,2015-06-17,2015-07-15,28
"959",4050513050,2,1,2015-03-17,2015-03-30,13
"960",4058888009,4,1,2015-03-31,2015-04-14,14
"961",4058888009,4,2,2015-04-14,2015-04-27,13
"962",4058888009,4,3,2015-04-28,2015-05-19,21
"963",4078124092,3,1,2015-07-13,2015-07-28,15
"964",4078124092,3,2,2015-07-28,2015-08-08,11
"965",4094268919,3,1,2015-07-18,2015-07-24,6
"966",4094268919,3,2,2015-07-24,2015-07-30,6
"967",4097229256,6,1,2015-02-10,2015-03-03,21
"968",4097229256,6,2,2015-03-10,2015-04-02,23
"969",4097229256,6,3,2015-04-13,2015-05-01,18
"970",4097229256,6,4,2015-05-13,2015-06-30,48
"971",4097229256,6,5,2015-07-08,2015-08-01,24
"972",4105742558,2,1,2014-07-06,2014-07-24,18
"973",4110112364,2,1,2015-07-04,2015-07-25,21
"974",4110112364,2,2,2015-07-25,2015-08-17,23
"975",4116829921,2,1,2015-05-16,2015-05-23,7
"976",4146622581,2,1,2014-09-10,2014-10-14,34
"977",4166295326,2,1,2015-07-21,2015-07-29,8
"978",4178348652,3,1,2015-07-20,2015-07-27,7
"979",4178348652,3,2,2015-07-30,2015-08-19,20
"980",4191686819,2,1,2015-03-19,2015-04-13,25
"981",4194649044,1,1,2015-05-27,2015-06-19,23
"982",4202412536,3,1,2015-07-27,2015-08-04,8
"983",4202412536,3,2,2015-08-04,2015-08-08,4
"984",4212164517,3,1,2015-07-13,2015-07-29,16
"985",4212164517,3,2,2015-07-29,2015-08-08,10
"986",4226607694,9,1,2015-04-01,2015-04-15,14
"987",4226607694,9,2,2015-04-15,2015-05-05,20
"988",4226607694,9,3,2015-05-05,2015-05-20,15
"989",4226607694,9,4,2015-05-20,2015-06-03,14
"990",4226607694,9,5,2015-06-03,2015-06-22,19
"991",4226607694,9,6,2015-06-22,2015-07-09,17
